,Box 10 x 10 x 10,101010,70015,,,Packaging,General Merchandise,Regular Product,,S-4105,,,Yes,EA,2.5,2.5,2.79,2.49,2,2.39,3,2.29,5,,No,13,,Eagle Packing & Crating Services Inc,,EA,1,1,2,0.55,,,,,,10,10,10,0.0125
,Box 10 x 10 x 36,101036,70020,,,Packaging,General Merchandise,Regular Product,,S-4605,,,Yes,EA,6,6,6.59,5.89,2,5.69,3,5.59,5,,No,12,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.8,,,,,,10,10,36,0.0125
,Box 10x 10 x 48,101048,70025,,,Packaging,General Merchandise,Regular Product,,101048,,,Yes,EA,8.29,8.29,12.39,8.09,2,7.89,3,7.69,5,,No,1,,Eagle Packing & Crating Services Inc,,EA,1,1,2,4.14,,,,,,10,10,48,0.0125
,Box 12 x 09 x 09,120909,70030,,,Packaging,General Merchandise,Regular Product,,S-4335,,,Yes,EA,2.5,2.5,2.79,2.49,2,2.39,3,2.29,5,,No,12,,Eagle Packing & Crating Services Inc,,EA,1,1,2,0.64,,,,,,12,9,9,0.0125
,Box 12 x 12 x 12,121212,70035,,,Packaging,General Merchandise,Regular Product,,S-4125,,,Yes,EA,3,3,3.29,2.89,2,2.89,3,2.79,5,,No,11,,Eagle Packing & Crating Services Inc,,EA,1,1,3,0.72,,,,,,12,12,12,0.0125
,Box 12 x 12 x 40,121240,70040,,,Packaging,General Merchandise,Regular Product,,12140,,,Yes,EA,8.49,8.49,12.59,8.29,2,8.09,3,7.89,5,,No,5,,Eagle Packing & Crating Services Inc,,EA,1,1,2,4.21,,,,,,12,12,40,0.0125
,Box 12 x 12 x 48,121248,70045,,,Packaging,General Merchandise,Regular Product,,S-4525,,,Yes,EA,6.75,6.75,7.39,6.59,2,6.39,3,6.19,5,,No,8,,Eagle Packing & Crating Services Inc,,EA,1,1,2,2.43,,,,,,12,12,48,0.0125
,Box 13 x 08 x 12,130812,70050,,,Packaging,General Merchandise,Regular Product,,130812-G2,,,Yes,EA,1.99,1.99,2.89,1.99,2,1.89,3,1.79,5,,No,2,,Eagle Packing & Crating Services Inc,,EA,1,1,2,0.96,,,,,,13,8,12,0.0125
,Box 14 x 08 x 06,140806,70055,,,Packaging,General Merchandise,Regular Product,,140806,,,Yes,EA,2.19,2.19,3.79,2.09,2,2.09,3,1.99,5,,No,26,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.3,,,,,,14,8,6,0.0125
,Box 14 x 09 x 03,140903,70060,,,Packaging,General Merchandise,Regular Product,,140903,,,Yes,EA,2,2,11.09,1.99,2,1.89,3,1.89,5,,No,2,,Eagle Packing & Crating Services Inc,,EA,1,1,2,3.77,,,,,,14,9,3,0.0125
,Box 14 x 14 x 06,141406,70065,,,Packaging,General Merchandise,Regular Product,,141406,,,Yes,EA,2.79,2.79,4.69,2.69,2,2.69,3,2.59,5,,No,25,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.58,,,,,,14,14,6,0.0125
,Box 14 x 14 x 08,141408,70070,,,Packaging,General Merchandise,Regular Product,,S-4146,,,Yes,EA,3.5,3.5,3.89,3.39,2,3.29,3,3.19,5,,No,20,,Eagle Packing & Crating Services Inc,,EA,1,1,2,0.94,,,,,,14,14,8,0.0125
,Box 14 x 14 x 14,141414,70075,,,Packaging,General Merchandise,Regular Product,,S-4142,,,Yes,EA,3.5,3.5,5.79,3.39,2,3.29,3,3.19,5,,No,26,,Eagle Packing & Crating Services Inc,,EA,1,1,5,1.96,,,,,,14,14,14,0.0125
,Box 15 x 15 x 48,151548,70080,,,Packaging,General Merchandise,Regular Product,,141406,,,Yes,EA,9.59,9.59,14.39,9.39,2,9.09,3,8.89,5,,No,1,,Eagle Packing & Crating Services Inc,,EA,1,1,2,4.79,,,,,,15,15,48,0.0125
,Box 16 x 16 x 08,161608,70085,,,Packaging,General Merchandise,Regular Product,,S-4393,,,Yes,EA,3.5,3.5,3.89,3.39,2,3.29,3,3.19,5,,No,17,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.11,,,,,,16,16,8,0.0125
,Box 16 x 16 x 16,161616,70090,,,Packaging,General Merchandise,Regular Product,,S-4166,,,Yes,EA,4,4,4.39,3.89,2,3.79,3,3.69,5,,No,2,,Eagle Packing & Crating Services Inc,,EA,1,1,5,1.42,,,,,,16,16,16,0.0125
,Box 18 x 12 x 06,181206,70095,,,Packaging,General Merchandise,Regular Product,,S-4187,,,Yes,EA,3.75,3.75,4.09,3.69,2,3.59,3,3.49,5,,No,12,,Eagle Packing & Crating Services Inc,,EA,1,1,3,0.95,,,,,,18,12,12,0.0125
,Box 18 x 12 x 12,181212,70100,,,Packaging,General Merchandise,Regular Product,,181212,,,Yes,EA,4,4,4.39,3.89,2,3.79,3,3.69,5,,No,19,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.49,,,,,,18,18,12,0.0125
,Box 18 x 14.5 x 12,1814.512,70105,,,Packaging,General Merchandise,Regular Product,,171410,,,Yes,EA,3.49,3.49,6.09,3.39,2,3.29,3,3.19,5,,No,24,,Eagle Packing & Crating Services Inc,,EA,1,1,2,2.04,,,,,,18,14.5,12,0.0125
,Box 18 x 18 x 18,181818,70110,,,Packaging,General Merchandise,Regular Product,,181818,,,Yes,EA,5.25,5.25,7.19,5.09,2,4.99,3,4.89,5,,No,-2,,Eagle Packing & Crating Services Inc,,EA,1,1,6,2.4,,,,,,18,18,18,0.0125
,Box 19 x 15 x 08,191508,70115,,,Packaging,General Merchandise,Regular Product,,191508,,,Yes,EA,3.89,3.89,5.79,3.79,2,3.69,3,3.59,5,,No,1,,Eagle Packing & Crating Services Inc,,EA,1,1,2,1.94,,,,,,19,15,8,0.0125
,Box 20 x 20 x 12,202012,70120,,,Packaging,General Merchandise,Regular Product,,202012,,,Yes,EA,5.29,5.29,8.29,5.19,2,4.99,3,4.89,5,,No,12,,Eagle Packing & Crating Services Inc,,EA,1,1,2,2.76,,,,,,20,20,12,0.0125
,Box 20 x 20 x 20,202020,70125,,,Packaging,General Merchandise,Regular Product,,202020,,,Yes,EA,6.5,6.5,7.19,6.39,2,6.19,3,5.99,5,,No,6,,Eagle Packing & Crating Services Inc,,EA,1,1,3,2.11,,,,,,20,20,20,0.0125
,Box 24 x 05 x 18,240518,70130,,,Packaging,General Merchandise,Regular Product,,240518,,,Yes,EA,4.5,4.5,4.99,4.39,2,4.29,3,4.19,5,,No,14,,Eagle Packing & Crating Services Inc,,EA,1,1,2,2.2,,,,,,24,5,18,0.0125
,Box 24 x 24 x 24,242424,70135,,,Packaging,General Merchandise,Regular Product,,242424,,,Yes,EA,7.5,7.5,12.19,7.39,2,7.09,3,6.89,5,,No,13,,Eagle Packing & Crating Services Inc,,EA,1,1,2,4.07,,,,,,24,24,24,0.0125
,Box 25 x 08 x 33,250833,70140,,,Packaging,General Merchandise,Regular Product,,250833,,,Yes,EA,8.29,8.29,12.39,8.09,2,7.89,3,7.69,5,,No,1,,Eagle Packing & Crating Services Inc,,EA,1,1,2,4.14,,,,,,25,28,33,0.0125
,Box 30 x 05 x 24,300524,70145,,,Packaging,General Merchandise,Regular Product,,S-4553,,,Yes,EA,5.5,5.5,7.69,5.39,2,5.19,3,5.09,5,,No,9,,Eagle Packing & Crating Services Inc,,EA,1,1,2,2.58,,,,,,30,5,24,0.0125
,Box 32 x 24 x 24,322424,70150,,,Packaging,General Merchandise,Regular Product,,S-4453,,,Yes,EA,14.99,14.99,16.99,14.69,2,14.19,3,13.89,5,,No,7,,Eagle Packing & Crating Services Inc,,EA,1,1,2,5.65,,,,,,32,24,24,0.0125
,Box 36 x 06 x 44,360644,70155,,,Packaging,General Merchandise,Regular Product,,360644,,,Yes,EA,8.29,8.29,20.59,8.09,2,7.89,3,7.69,5,,No,2,,Eagle Packing & Crating Services Inc,,EA,1,1,2,6.88,,,,,,36,6,44,0.0125
,Box 41x 10 x 36,411036,70160,,,Packaging,General Merchandise,Regular Product,,411036FOL,,,Yes,EA,11.49,11.49,17.19,11.29,2,10.89,3,10.59,5,,No,3,,Eagle Packing & Crating Services Inc,,EA,1,1,2,5.73,,,,,,41,10,36,0.0125
795400927391,Box - Deco-Large-P002,,70165,,,Packing Supplies,General Merchandise,Regular Product,,CL-P002,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927421,Box - Deco-Large-P003,,70170,,,Packing Supplies,General Merchandise,Regular Product,,CL-P003,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927452,Box - Deco-Large-P004,,70175,,,Packing Supplies,General Merchandise,Regular Product,,CL-P004,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927575,Box - Deco-Large-P008,,70180,,,Packing Supplies,General Merchandise,Regular Product,,CL-P008,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927667,Box - Deco-Large-P011,,70185,,,Packing Supplies,General Merchandise,Regular Product,,CL-P011,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927698,Box - Deco-Large-P012,,70190,,,Packing Supplies,General Merchandise,Regular Product,,CL-P012,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Large-P013,,70195,,,Packing Supplies,General Merchandise,Regular Product,,HL-P013,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Large-P014,,70200,,,Packing Supplies,General Merchandise,Regular Product,,HL-P014,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Large-P016,,70205,,,Packing Supplies,General Merchandise,Regular Product,,HL-P016,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Large-P018,,70210,,,Packing Supplies,General Merchandise,Regular Product,,HL-P018,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Large-P021,,70215,,,Packing Supplies,General Merchandise,Regular Product,,HL-P021,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400928084,Box - Deco-Large-P025,,70220,,,Packing Supplies,General Merchandise,Regular Product,,LL-P025,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400928114,Box - Deco-Large-P026,,70225,,,Packing Supplies,General Merchandise,Regular Product,,LL-P026,,,No,EA,5.99,5.99,7.39,5.89,2,5.69,3,5.49,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927407,Box - Deco-Medium-P002,,70230,,,Packing Supplies,General Merchandise,Regular Product,,CL-P002,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927438,Box - Deco-Medium-P003,,70235,,,Packing Supplies,General Merchandise,Regular Product,,CL-P003,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927469,Box - Deco-Medium-P004,,70240,,,Packing Supplies,General Merchandise,Regular Product,,CL-P004,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927582,Box - Deco-Medium-P008,,70245,,,Packing Supplies,General Merchandise,Regular Product,,CL-P008,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927674,Box - Deco-Medium-P011,,70250,,,Packing Supplies,General Merchandise,Regular Product,,CL-P011,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927704,Box - Deco-Medium-P012,,70255,,,Packing Supplies,General Merchandise,Regular Product,,CL-P012,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Medium-P013,,70260,,,Packing Supplies,General Merchandise,Regular Product,,HL-P013,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Medium-P014,,70265,,,Packing Supplies,General Merchandise,Regular Product,,HL-P014,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Medium-P015,,70270,,,Packing Supplies,General Merchandise,Regular Product,,HL-P015,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Medium-P018,,70275,,,Packing Supplies,General Merchandise,Regular Product,,HL-P018,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
,Box - Deco-Medium-P021,,70280,,,Packing Supplies,General Merchandise,Regular Product,,HL-P021,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400928091,Box - Deco-Medium-P025,,70285,,,Packing Supplies,General Merchandise,Regular Product,,LL-P025,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400928121,Box - Deco-Medium-P026,,70290,,,Packing Supplies,General Merchandise,Regular Product,,LL-P026,,,No,EA,4.99,4.99,7.39,4.89,2,4.69,3,4.59,5,,No,3,,Global Printing,,EA,1,1,1,2.45,,,,,,,,,
795400927414,Box - Deco-Small-P002,,70295,,,Packing Supplies,General Merchandise,Regular Product,,CL-P002,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
795400927445,Box - Deco-Small-P003,,70300,,,Packing Supplies,General Merchandise,Regular Product,,CL-P003,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
795400927476,Box - Deco-Small-P004,,70305,,,Packing Supplies,General Merchandise,Regular Product,,CL-P004,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
795400927599,Box - Deco-Small-P008,,70310,,,Packing Supplies,General Merchandise,Regular Product,,CL-P008,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
795400927681,Box - Deco-Small-P011,,70315,,,Packing Supplies,General Merchandise,Regular Product,,CL-P011,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
795400927711,Box - Deco-Small-P012,,70320,,,Packing Supplies,General Merchandise,Regular Product,,CL-P012,,,No,EA,3.99,3.99,5.09,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.71,,,,,,,,,
,Box - Deco-Small-P013,,70325,,,Packing Supplies,General Merchandise,Regular Product,,HL-P013,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
,Box - Deco-Small-P014,,70330,,,Packing Supplies,General Merchandise,Regular Product,,HL-P014,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
,Box - Deco-Small-P016,,70335,,,Packing Supplies,General Merchandise,Regular Product,,HL-P016,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
,Box - Deco-Small-P018,,70340,,,Packing Supplies,General Merchandise,Regular Product,,HL-P018,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
,Box - Deco-Small-P021,,70345,,,Packing Supplies,General Merchandise,Regular Product,,HL-P021,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
795400928107,Box - Deco-Small-P025,,70350,,,Packing Supplies,General Merchandise,Regular Product,,LL-P025,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
795400928138,Box - Deco-Small-P026,,70355,,,Packing Supplies,General Merchandise,Regular Product,,LL-P026,,,No,EA,3.99,3.99,5.19,3.89,2,3.79,3,3.69,5,,No,3,,Global Printing,,EA,1,1,1,1.72,,,,,,,,,
,Box - Recycled,,70360,,,Packing Supplies,General Merchandise,Regular Product,,,,,No,EA,1,1,1.09,0.99,2,0.99,3,0.89,5,,No,0,,In House,,EA,1,1,0,0,,,,,,,,,
,Box Moving - 16x12x12 (1.5),,70365,,,Packing Supplies,General Merchandise,Regular Product,,0161212M,,,No,EA,1.99,1.99,3.79,1.99,2,1.89,3,1.79,5,,No,0,,Eagle Packing & Crating Services Inc,,EA,1,1,0,1.25,,,,,,,,,
,Box Moving - 18x18x16 (3.1),,70370,,,Packing Supplies,General Merchandise,Regular Product,,181816M,,,No,EA,3.99,3.99,6.89,3.89,2,3.79,3,3.69,5,,No,1,,Eagle Packing & Crating Services Inc,,EA,1,1,0,2.3,,,,,,,,,
